Device Name,IP Address,Latency (ms),Packet Loss (%),Timestamp
Local Machine,127.0.0.1,0.390053,0.0,2026-04-30 12:32:30
Localhost,127.0.0.1,0.215054,0.0,2026-04-30 12:32:27
Router1,8.8.8.8,26.9418,0.0,2026-04-30 12:32:26
Cloudflare DNS,1.1.1.1,41.7469,0.0,2026-04-30 12:32:25
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:32:23
Home Router,172.20.10.1,13.6757,0.0,2026-04-30 12:32:22
My PC,172.20.10.5,0.208616,0.0,2026-04-30 12:32:22
Google DNS,8.8.8.8,24.6782,0.0,2026-04-30 12:32:19
Local Machine,127.0.0.1,0.36025,0.0,2026-04-30 12:32:19
Router1,8.8.8.8,36.8469,0.0,2026-04-30 12:32:16
Localhost,127.0.0.1,0.157118,0.0,2026-04-30 12:32:16
Cloudflare DNS,1.1.1.1,49.0706,0.0,2026-04-30 12:32:15
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:32:13
Home Router,172.20.10.1,3.3567,0.0,2026-04-30 12:32:12
My PC,172.20.10.5,0.542402,0.0,2026-04-30 12:32:12
Google DNS,8.8.8.8,61.0888,0.0,2026-04-30 12:32:09
Local Machine,127.0.0.1,0.183821,0.0,2026-04-30 12:32:09
Cloudflare DNS,1.1.1.1,26.8371,0.0,2026-04-30 12:32:06
Router1,8.8.8.8,29.6967,0.0,2026-04-30 12:32:05
Localhost,127.0.0.1,0.161648,0.0,2026-04-30 12:32:05
Home Router,172.20.10.1,3.371,0.0,2026-04-30 12:32:03
My PC,172.20.10.5,0.196934,0.0,2026-04-30 12:32:03
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:32:02
Google DNS,8.8.8.8,29.9206,0.0,2026-04-30 12:32:00
Local Machine,127.0.0.1,0.205517,0.0,2026-04-30 12:32:00
Router1,8.8.8.8,29.8123,0.0,2026-04-30 12:31:57
Localhost,127.0.0.1,0.217199,0.0,2026-04-30 12:31:57
Cloudflare DNS,1.1.1.1,27.1652,0.0,2026-04-30 12:31:56
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:31:54
Home Router,172.20.10.1,2.76828,0.0,2026-04-30 12:31:52
My PC,172.20.10.5,0.166416,0.0,2026-04-30 12:31:52
Google DNS,8.8.8.8,28.1558,0.0,2026-04-30 12:31:49
Local Machine,127.0.0.1,0.225782,0.0,2026-04-30 12:31:49
Router1,8.8.8.8,37.303,0.0,2026-04-30 12:31:46
Localhost,127.0.0.1,0.154257,0.0,2026-04-30 12:31:46
Cloudflare DNS,1.1.1.1,71.4548,0.0,2026-04-30 12:31:45
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:31:43
Home Router,172.20.10.1,13.989,0.0,2026-04-30 12:31:42
My PC,172.20.10.5,0.193834,0.0,2026-04-30 12:31:42
Google DNS,8.8.8.8,63.8602,0.0,2026-04-30 12:31:39
Local Machine,127.0.0.1,0.191212,0.0,2026-04-30 12:31:39
Cloudflare DNS,1.1.1.1,28.9443,0.0,2026-04-30 12:31:37
Router1,8.8.8.8,37.5395,0.0,2026-04-30 12:31:36
Localhost,127.0.0.1,0.168562,0.0,2026-04-30 12:31:36
Home Router,172.20.10.1,2.94042,0.0,2026-04-30 12:31:34
My PC,172.20.10.5,0.237942,0.0,2026-04-30 12:31:34
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:31:33
Google DNS,8.8.8.8,50.3082,0.0,2026-04-30 12:31:30
Local Machine,127.0.0.1,0.221491,0.0,2026-04-30 12:31:30
Router1,8.8.8.8,49.2492,0.0,2026-04-30 12:31:27
Localhost,127.0.0.1,0.184298,0.0,2026-04-30 12:31:27
Cloudflare DNS,1.1.1.1,55.9266,0.0,2026-04-30 12:31:26
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:31:24
Home Router,172.20.10.1,6.79183,0.0,2026-04-30 12:31:23
My PC,172.20.10.5,0.152588,0.0,2026-04-30 12:31:23
Google DNS,8.8.8.8,31.0042,0.0,2026-04-30 12:31:20
Local Machine,127.0.0.1,0.227928,0.0,2026-04-30 12:31:20
Router1,8.8.8.8,36.9453,0.0,2026-04-30 12:31:17
Localhost,127.0.0.1,0.222921,0.0,2026-04-30 12:31:17
Cloudflare DNS,1.1.1.1,47.2045,0.0,2026-04-30 12:31:15
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:31:13
Home Router,172.20.10.1,3.5665,0.0,2026-04-30 12:31:12
My PC,172.20.10.5,0.166893,0.0,2026-04-30 12:31:12
Google DNS,8.8.8.8,66.8535,0.0,2026-04-30 12:31:09
Local Machine,127.0.0.1,0.230551,0.0,2026-04-30 12:31:09
Cloudflare DNS,1.1.1.1,57.807,0.0,2026-04-30 12:31:07
Router1,8.8.8.8,64.611,0.0,2026-04-30 12:31:06
Localhost,127.0.0.1,0.160217,0.0,2026-04-30 12:31:06
Home Router,172.20.10.1,3.80206,0.0,2026-04-30 12:31:04
My PC,172.20.10.5,0.277281,0.0,2026-04-30 12:31:04
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:31:03
Google DNS,8.8.8.8,53.3562,0.0,2026-04-30 12:31:01
Local Machine,127.0.0.1,0.178576,0.0,2026-04-30 12:31:01
Localhost,127.0.0.1,0.243664,0.0,2026-04-30 12:30:58
Router1,8.8.8.8,43.7698,0.0,2026-04-30 12:30:57
Cloudflare DNS,1.1.1.1,31.6794,0.0,2026-04-30 12:30:56
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:30:54
Home Router,172.20.10.1,4.22597,0.0,2026-04-30 12:30:53
My PC,172.20.10.5,0.240326,0.0,2026-04-30 12:30:53
Google DNS,8.8.8.8,28.1038,0.0,2026-04-30 12:30:50
Local Machine,127.0.0.1,0.207663,0.0,2026-04-30 12:30:50
Router1,8.8.8.8,38.2116,0.0,2026-04-30 12:30:47
Localhost,127.0.0.1,0.192881,0.0,2026-04-30 12:30:47
Cloudflare DNS,1.1.1.1,56.1798,0.0,2026-04-30 12:30:46
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:30:44
Home Router,172.20.10.1,2.50983,0.0,2026-04-30 12:30:43
My PC,172.20.10.5,0.310183,0.0,2026-04-30 12:30:43
Local Machine,127.0.0.1,0.206709,0.0,2026-04-30 12:30:40
Google DNS,8.8.8.8,29.2778,0.0,2026-04-30 12:30:39
Cloudflare DNS,1.1.1.1,27.1587,0.0,2026-04-30 12:30:37
Router1,8.8.8.8,33.0324,0.0,2026-04-30 12:30:36
Localhost,127.0.0.1,0.199556,0.0,2026-04-30 12:30:36
Home Router,172.20.10.1,14.5237,0.0,2026-04-30 12:30:34
My PC,172.20.10.5,0.212908,0.0,2026-04-30 12:30:34
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:30:33
Google DNS,8.8.8.8,29.9504,0.0,2026-04-30 12:30:31
Local Machine,127.0.0.1,0.190735,0.0,2026-04-30 12:30:31
Router1,8.8.8.8,42.6378,0.0,2026-04-30 12:30:28
Localhost,127.0.0.1,0.204563,0.0,2026-04-30 12:30:28
Cloudflare DNS,1.1.1.1,42.2921,0.0,2026-04-30 12:30:27
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:30:25
Home Router,172.20.10.1,43.21,0.0,2026-04-30 12:30:23
My PC,172.20.10.5,0.176191,0.0,2026-04-30 12:30:23
Google DNS,8.8.8.8,45.6862,0.0,2026-04-30 12:30:20
Local Machine,127.0.0.1,0.255585,0.0,2026-04-30 12:30:20
Router1,8.8.8.8,29.4349,0.0,2026-04-30 12:30:17
Localhost,127.0.0.1,0.200987,0.0,2026-04-30 12:30:17
Cloudflare DNS,1.1.1.1,0.0,100.0,2026-04-30 12:30:16
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:30:14
Home Router,172.20.10.1,3.33714,0.0,2026-04-30 12:30:09
My PC,172.20.10.5,0.231981,0.0,2026-04-30 12:30:09
Cloudflare DNS,1.1.1.1,27.0491,0.0,2026-04-30 12:30:08
Google DNS,8.8.8.8,38.1513,0.0,2026-04-30 12:30:06
Local Machine,127.0.0.1,0.166178,0.0,2026-04-30 12:30:06
Home Router,172.20.10.1,5.04208,0.0,2026-04-30 12:30:04
My PC,172.20.10.5,0.238657,0.0,2026-04-30 12:30:04
Router1,8.8.8.8,32.0623,0.0,2026-04-30 12:30:03
Localhost,127.0.0.1,0.171661,0.0,2026-04-30 12:30:03
Google DNS,8.8.8.8,113.69,0.0,2026-04-30 12:30:01
Local Machine,127.0.0.1,0.482321,0.0,2026-04-30 12:30:01
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:30:00
Router1,8.8.8.8,30.2138,0.0,2026-04-30 12:29:58
Localhost,127.0.0.1,0.180483,0.0,2026-04-30 12:29:58
Cloudflare DNS,1.1.1.1,27.6618,0.0,2026-04-30 12:29:57
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:29:55
Home Router,172.20.10.1,3.0179,0.0,2026-04-30 12:29:54
My PC,172.20.10.5,0.212669,0.0,2026-04-30 12:29:54
Google DNS,8.8.8.8,31.4925,0.0,2026-04-30 12:29:51
Local Machine,127.0.0.1,0.475407,0.0,2026-04-30 12:29:51
Localhost,127.0.0.1,0.167608,0.0,2026-04-30 12:29:48
Router1,8.8.8.8,27.359,0.0,2026-04-30 12:29:47
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:29:44
Cloudflare DNS,1.1.1.1,39.839,0.0,2026-04-30 12:29:43
Home Router,172.20.10.1,4.36306,0.0,2026-04-30 12:29:39
My PC,172.20.10.5,0.169754,0.0,2026-04-30 12:29:39
Cloudflare DNS,1.1.1.1,31.1291,0.0,2026-04-30 12:29:38
Google DNS,8.8.8.8,55.9247,0.0,2026-04-30 12:29:36
Local Machine,127.0.0.1,0.194311,0.0,2026-04-30 12:29:36
Home Router,172.20.10.1,8.02469,0.0,2026-04-30 12:29:35
My PC,172.20.10.5,0.184059,0.0,2026-04-30 12:29:35
Router1,8.8.8.8,31.1863,0.0,2026-04-30 12:29:33
Localhost,127.0.0.1,0.255108,0.0,2026-04-30 12:29:33
Google DNS,8.8.8.8,37.1015,0.0,2026-04-30 12:29:32
Local Machine,127.0.0.1,0.182152,0.0,2026-04-30 12:29:32
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:29:30
Router1,8.8.8.8,39.341,0.0,2026-04-30 12:29:28
Localhost,127.0.0.1,0.200987,0.0,2026-04-30 12:29:28
Cloudflare DNS,1.1.1.1,28.5497,0.0,2026-04-30 12:29:27
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:29:25
Home Router,172.20.10.1,4.67706,0.0,2026-04-30 12:29:24
My PC,172.20.10.5,0.250101,0.0,2026-04-30 12:29:24
Google DNS,8.8.8.8,88.1045,0.0,2026-04-30 12:29:21
Local Machine,127.0.0.1,0.173569,0.0,2026-04-30 12:29:21
Router1,8.8.8.8,29.4371,0.0,2026-04-30 12:29:18
Localhost,127.0.0.1,0.22006,0.0,2026-04-30 12:29:18
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:29:15
Cloudflare DNS,1.1.1.1,67.2967,0.0,2026-04-30 12:29:13
Home Router,172.20.10.1,3.51381,0.0,2026-04-30 12:29:10
My PC,172.20.10.5,0.165224,0.0,2026-04-30 12:29:10
Cloudflare DNS,1.1.1.1,45.0139,0.0,2026-04-30 12:29:08
Google DNS,8.8.8.8,31.4176,0.0,2026-04-30 12:29:07
Local Machine,127.0.0.1,0.229836,0.0,2026-04-30 12:29:07
Home Router,172.20.10.1,2.90799,0.0,2026-04-30 12:29:05
My PC,172.20.10.5,0.196218,0.0,2026-04-30 12:29:05
Router1,8.8.8.8,26.2866,0.0,2026-04-30 12:29:04
Localhost,127.0.0.1,0.168562,0.0,2026-04-30 12:29:04
Google DNS,8.8.8.8,71.5942,0.0,2026-04-30 12:29:02
Local Machine,127.0.0.1,0.184536,0.0,2026-04-30 12:29:02
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:29:00
Router1,8.8.8.8,27.9205,0.0,2026-04-30 12:28:59
Localhost,127.0.0.1,0.226021,0.0,2026-04-30 12:28:59
Cloudflare DNS,1.1.1.1,28.9743,0.0,2026-04-30 12:28:58
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:28:56
Home Router,172.20.10.1,3.14546,0.0,2026-04-30 12:28:55
My PC,172.20.10.5,0.212908,0.0,2026-04-30 12:28:55
Google DNS,8.8.8.8,29.5134,0.0,2026-04-30 12:28:51
Local Machine,127.0.0.1,0.253677,0.0,2026-04-30 12:28:51
Router1,8.8.8.8,38.1081,0.0,2026-04-30 12:28:48
Localhost,127.0.0.1,0.180483,0.0,2026-04-30 12:28:48
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:28:45
Cloudflare DNS,1.1.1.1,31.1856,0.0,2026-04-30 12:28:43
Home Router,172.20.10.1,2.94256,0.0,2026-04-30 12:28:40
My PC,172.20.10.5,0.215292,0.0,2026-04-30 12:28:40
Cloudflare DNS,1.1.1.1,40.4077,0.0,2026-04-30 12:28:39
Google DNS,8.8.8.8,30.5917,0.0,2026-04-30 12:28:37
Local Machine,127.0.0.1,0.229359,0.0,2026-04-30 12:28:37
My PC,172.20.10.5,0.18692,0.0,2026-04-30 12:28:36
Home Router,172.20.10.1,3.1929,0.0,2026-04-30 12:28:35
Router1,8.8.8.8,29.844,0.0,2026-04-30 12:28:34
Localhost,127.0.0.1,0.197411,0.0,2026-04-30 12:28:34
Google DNS,8.8.8.8,26.5524,0.0,2026-04-30 12:28:32
Local Machine,127.0.0.1,0.204563,0.0,2026-04-30 12:28:32
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:28:31
Router1,8.8.8.8,62.0632,0.0,2026-04-30 12:28:29
Localhost,127.0.0.1,0.238657,0.0,2026-04-30 12:28:29
Cloudflare DNS,1.1.1.1,56.6609,0.0,2026-04-30 12:28:28
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:28:26
Home Router,172.20.10.1,7.51281,0.0,2026-04-30 12:28:25
My PC,172.20.10.5,0.213146,0.0,2026-04-30 12:28:25
Google DNS,8.8.8.8,27.4546,0.0,2026-04-30 12:28:22
Local Machine,127.0.0.1,0.433207,0.0,2026-04-30 12:28:22
Router1,8.8.8.8,58.4388,0.0,2026-04-30 12:28:19
Localhost,127.0.0.1,0.184774,0.0,2026-04-30 12:28:19
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:28:16
Cloudflare DNS,1.1.1.1,67.2324,0.0,2026-04-30 12:28:14
Home Router,172.20.10.1,2.9583,0.0,2026-04-30 12:28:11
My PC,172.20.10.5,0.341415,0.0,2026-04-30 12:28:11
Cloudflare DNS,1.1.1.1,66.5038,0.0,2026-04-30 12:28:09
Local Machine,127.0.0.1,0.286579,0.0,2026-04-30 12:28:08
Google DNS,8.8.8.8,64.4529,0.0,2026-04-30 12:28:07
Home Router,172.20.10.1,4.01759,0.0,2026-04-30 12:28:06
My PC,172.20.10.5,0.33927,0.0,2026-04-30 12:28:06
Router1,8.8.8.8,52.5126,0.0,2026-04-30 12:28:04
Localhost,127.0.0.1,0.235081,0.0,2026-04-30 12:28:04
Google DNS,8.8.8.8,49.9556,0.0,2026-04-30 12:28:03
Local Machine,127.0.0.1,0.384331,0.0,2026-04-30 12:28:03
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:28:01
Router1,8.8.8.8,48.5077,0.0,2026-04-30 12:28:00
Localhost,127.0.0.1,0.28038,0.0,2026-04-30 12:28:00
Cloudflare DNS,1.1.1.1,29.1331,0.0,2026-04-30 12:27:59
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:27:56
Home Router,172.20.10.1,3.27086,0.0,2026-04-30 12:27:55
My PC,172.20.10.5,0.397205,0.0,2026-04-30 12:27:55
Google DNS,8.8.8.8,58.7525,0.0,2026-04-30 12:27:52
Local Machine,127.0.0.1,0.237703,0.0,2026-04-30 12:27:52
Router1,8.8.8.8,45.5511,0.0,2026-04-30 12:27:49
Localhost,127.0.0.1,0.215054,0.0,2026-04-30 12:27:49
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:27:46
Cloudflare DNS,1.1.1.1,30.6172,0.0,2026-04-30 12:27:44
Home Router,172.20.10.1,3.35097,0.0,2026-04-30 12:27:41
My PC,172.20.10.5,0.239611,0.0,2026-04-30 12:27:41
Cloudflare DNS,1.1.1.1,28.702,0.0,2026-04-30 12:27:39
Google DNS,8.8.8.8,28.2233,0.0,2026-04-30 12:27:38
Local Machine,127.0.0.1,0.156879,0.0,2026-04-30 12:27:38
Home Router,172.20.10.1,14.5736,0.0,2026-04-30 12:27:36
My PC,172.20.10.5,0.228167,0.0,2026-04-30 12:27:36
Router1,8.8.8.8,30.3979,0.0,2026-04-30 12:27:35
Localhost,127.0.0.1,0.25773,0.0,2026-04-30 12:27:35
Google DNS,8.8.8.8,58.3425,0.0,2026-04-30 12:27:33
Local Machine,127.0.0.1,0.163794,0.0,2026-04-30 12:27:33
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:27:32
Router1,8.8.8.8,32.9518,0.0,2026-04-30 12:27:30
Localhost,127.0.0.1,0.192404,0.0,2026-04-30 12:27:30
Cloudflare DNS,1.1.1.1,76.0272,0.0,2026-04-30 12:27:29
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:27:27
Home Router,172.20.10.1,4.44746,0.0,2026-04-30 12:27:26
My PC,172.20.10.5,0.223637,0.0,2026-04-30 12:27:26
Local Machine,127.0.0.1,0.221252,0.0,2026-04-30 12:27:23
Google DNS,8.8.8.8,71.0614,0.0,2026-04-30 12:27:22
Router1,8.8.8.8,30.0832,0.0,2026-04-30 12:27:19
Localhost,127.0.0.1,0.210047,0.0,2026-04-30 12:27:19
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:27:16
Cloudflare DNS,1.1.1.1,48.4905,0.0,2026-04-30 12:27:14
Home Router,172.20.10.1,3.57699,0.0,2026-04-30 12:27:11
My PC,172.20.10.5,0.249147,0.0,2026-04-30 12:27:11
Cloudflare DNS,1.1.1.1,58.7835,0.0,2026-04-30 12:27:10
Google DNS,8.8.8.8,31.6875,0.0,2026-04-30 12:27:08
Local Machine,127.0.0.1,0.150919,0.0,2026-04-30 12:27:08
Home Router,172.20.10.1,19.242,0.0,2026-04-30 12:27:07
My PC,172.20.10.5,0.246048,0.0,2026-04-30 12:27:07
Router1,8.8.8.8,40.1194,0.0,2026-04-30 12:27:05
Localhost,127.0.0.1,0.193834,0.0,2026-04-30 12:27:05
Google DNS,8.8.8.8,27.0081,0.0,2026-04-30 12:27:03
Local Machine,127.0.0.1,0.247478,0.0,2026-04-30 12:27:03
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:27:02
Router1,8.8.8.8,28.3687,0.0,2026-04-30 12:27:00
Localhost,127.0.0.1,0.53978,0.0,2026-04-30 12:27:00
Cloudflare DNS,1.1.1.1,43.7434,0.0,2026-04-30 12:26:59
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:26:57
Home Router,172.20.10.1,3.18122,0.0,2026-04-30 12:26:56
My PC,172.20.10.5,0.197887,0.0,2026-04-30 12:26:56
Google DNS,8.8.8.8,35.6443,0.0,2026-04-30 12:26:53
Local Machine,127.0.0.1,0.247955,0.0,2026-04-30 12:26:53
Router1,8.8.8.8,30.8459,0.0,2026-04-30 12:26:50
Localhost,127.0.0.1,0.169277,0.0,2026-04-30 12:26:50
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:26:46
Cloudflare DNS,1.1.1.1,60.9963,0.0,2026-04-30 12:26:45
Home Router,172.20.10.1,2.31814,0.0,2026-04-30 12:26:42
My PC,172.20.10.5,0.198603,0.0,2026-04-30 12:26:42
Cloudflare DNS,1.1.1.1,53.6973,0.0,2026-04-30 12:26:40
Google DNS,8.8.8.8,35.3246,0.0,2026-04-30 12:26:39
Local Machine,127.0.0.1,0.2141,0.0,2026-04-30 12:26:39
Home Router,172.20.10.1,3.81637,0.0,2026-04-30 12:26:37
My PC,172.20.10.5,0.291109,0.0,2026-04-30 12:26:37
Router1,8.8.8.8,59.2024,0.0,2026-04-30 12:26:35
Localhost,127.0.0.1,0.197172,0.0,2026-04-30 12:26:35
Google DNS,8.8.8.8,67.533,0.0,2026-04-30 12:26:34
Local Machine,127.0.0.1,0.376225,0.0,2026-04-30 12:26:34
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:26:32
Router1,8.8.8.8,30.076,0.0,2026-04-30 12:26:31
Localhost,127.0.0.1,0.192642,0.0,2026-04-30 12:26:31
Cloudflare DNS,1.1.1.1,68.578,0.0,2026-04-30 12:26:29
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:26:27
Home Router,172.20.10.1,3.30782,0.0,2026-04-30 12:26:26
My PC,172.20.10.5,0.237465,0.0,2026-04-30 12:26:26
Google DNS,8.8.8.8,59.216,0.0,2026-04-30 12:26:23
Local Machine,127.0.0.1,0.270844,0.0,2026-04-30 12:26:23
Router1,8.8.8.8,62.1424,0.0,2026-04-30 12:26:20
Localhost,127.0.0.1,0.213385,0.0,2026-04-30 12:26:20
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:26:17
Cloudflare DNS,1.1.1.1,43.7343,0.0,2026-04-30 12:26:15
Home Router,172.20.10.1,3.36957,0.0,2026-04-30 12:26:12
My PC,172.20.10.5,0.197649,0.0,2026-04-30 12:26:12
Cloudflare DNS,1.1.1.1,57.6365,0.0,2026-04-30 12:26:10
Google DNS,8.8.8.8,78.8589,0.0,2026-04-30 12:26:09
Local Machine,127.0.0.1,0.261545,0.0,2026-04-30 12:26:09
Home Router,172.20.10.1,2.86794,0.0,2026-04-30 12:26:07
My PC,172.20.10.5,0.253201,0.0,2026-04-30 12:26:07
Router1,8.8.8.8,42.0408,0.0,2026-04-30 12:26:06
Localhost,127.0.0.1,0.207424,0.0,2026-04-30 12:26:06
Google DNS,8.8.8.8,76.0067,0.0,2026-04-30 12:26:04
Local Machine,127.0.0.1,0.184059,0.0,2026-04-30 12:26:04
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:26:03
Router1,8.8.8.8,32.4628,0.0,2026-04-30 12:26:01
Localhost,127.0.0.1,0.195503,0.0,2026-04-30 12:26:01
Cloudflare DNS,1.1.1.1,158.84,0.0,2026-04-30 12:26:00
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:25:58
Home Router,172.20.10.1,91.0206,0.0,2026-04-30 12:25:56
My PC,172.20.10.5,0.252008,0.0,2026-04-30 12:25:56
Google DNS,8.8.8.8,75.3398,0.0,2026-04-30 12:25:53
Local Machine,127.0.0.1,0.308037,0.0,2026-04-30 12:25:53
Router1,8.8.8.8,43.6628,0.0,2026-04-30 12:25:50
Localhost,127.0.0.1,0.270605,0.0,2026-04-30 12:25:50
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:25:47
Cloudflare DNS,1.1.1.1,54.7934,0.0,2026-04-30 12:25:45
Home Router,172.20.10.1,39.1145,0.0,2026-04-30 12:25:42
My PC,172.20.10.5,0.361443,0.0,2026-04-30 12:25:42
Cloudflare DNS,1.1.1.1,36.8762,0.0,2026-04-30 12:25:41
Google DNS,8.8.8.8,57.5347,0.0,2026-04-30 12:25:39
Local Machine,127.0.0.1,0.252008,0.0,2026-04-30 12:25:39
Home Router,172.20.10.1,5.17797,0.0,2026-04-30 12:25:38
My PC,172.20.10.5,0.182629,0.0,2026-04-30 12:25:38
Router1,8.8.8.8,32.5608,0.0,2026-04-30 12:25:36
Localhost,127.0.0.1,0.194073,0.0,2026-04-30 12:25:36
Google DNS,8.8.8.8,38.8787,0.0,2026-04-30 12:25:34
Local Machine,127.0.0.1,0.25034,0.0,2026-04-30 12:25:34
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:25:33
Router1,8.8.8.8,32.8801,0.0,2026-04-30 12:25:31
Localhost,127.0.0.1,0.188351,0.0,2026-04-30 12:25:31
Cloudflare DNS,1.1.1.1,45.4836,0.0,2026-04-30 12:25:30
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:25:28
Home Router,172.20.10.1,3.12972,0.0,2026-04-30 12:25:27
My PC,172.20.10.5,0.248909,0.0,2026-04-30 12:25:27
Local Machine,127.0.0.1,0.226259,0.0,2026-04-30 12:25:24
Google DNS,8.8.8.8,116.396,0.0,2026-04-30 12:25:23
Router1,8.8.8.8,34.2815,0.0,2026-04-30 12:25:20
Localhost,127.0.0.1,0.189781,0.0,2026-04-30 12:25:20
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:25:17
Cloudflare DNS,1.1.1.1,27.0777,0.0,2026-04-30 12:25:16
Home Router,172.20.10.1,3.59654,0.0,2026-04-30 12:25:13
My PC,172.20.10.5,0.26083,0.0,2026-04-30 12:25:13
Cloudflare DNS,1.1.1.1,28.4994,0.0,2026-04-30 12:25:11
Local Machine,127.0.0.1,0.205755,0.0,2026-04-30 12:25:10
Google DNS,8.8.8.8,52.4368,0.0,2026-04-30 12:25:09
Home Router,172.20.10.1,2.7957,0.0,2026-04-30 12:25:08
My PC,172.20.10.5,0.201702,0.0,2026-04-30 12:25:08
Router1,8.8.8.8,56.9067,0.0,2026-04-30 12:25:06
Localhost,127.0.0.1,0.180483,0.0,2026-04-30 12:25:06
Google DNS,8.8.8.8,54.5793,0.0,2026-04-30 12:25:05
Local Machine,127.0.0.1,0.248671,0.0,2026-04-30 12:25:05
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:25:03
Router1,8.8.8.8,48.8632,0.0,2026-04-30 12:25:02
Localhost,127.0.0.1,0.196934,0.0,2026-04-30 12:25:02
Cloudflare DNS,1.1.1.1,85.9423,0.0,2026-04-30 12:25:00
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:24:58
Home Router,172.20.10.1,2.86746,0.0,2026-04-30 12:24:57
My PC,172.20.10.5,0.231743,0.0,2026-04-30 12:24:57
Google DNS,8.8.8.8,46.9337,0.0,2026-04-30 12:24:54
Local Machine,127.0.0.1,0.245094,0.0,2026-04-30 12:24:54
Router1,8.8.8.8,54.1797,0.0,2026-04-30 12:24:51
Localhost,127.0.0.1,0.171185,0.0,2026-04-30 12:24:51
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:24:47
Cloudflare DNS,1.1.1.1,26.7255,0.0,2026-04-30 12:24:46
Home Router,172.20.10.1,3.3462,0.0,2026-04-30 12:24:43
My PC,172.20.10.5,0.211716,0.0,2026-04-30 12:24:43
Cloudflare DNS,1.1.1.1,45.6789,0.0,2026-04-30 12:24:41
Google DNS,8.8.8.8,38.2054,0.0,2026-04-30 12:24:40
Local Machine,127.0.0.1,0.243187,0.0,2026-04-30 12:24:40
Home Router,172.20.10.1,3.07679,0.0,2026-04-30 12:24:38
My PC,172.20.10.5,0.196457,0.0,2026-04-30 12:24:38
Router1,8.8.8.8,31.2448,0.0,2026-04-30 12:24:37
Localhost,127.0.0.1,0.187874,0.0,2026-04-30 12:24:37
Google DNS,8.8.8.8,42.6469,0.0,2026-04-30 12:24:35
Local Machine,127.0.0.1,0.254631,0.0,2026-04-30 12:24:35
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:24:34
Router1,8.8.8.8,71.8737,0.0,2026-04-30 12:24:32
Localhost,127.0.0.1,0.248671,0.0,2026-04-30 12:24:32
Cloudflare DNS,1.1.1.1,28.795,0.0,2026-04-30 12:24:30
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:24:29
Home Router,172.20.10.1,3.71218,0.0,2026-04-30 12:24:27
My PC,172.20.10.5,0.215769,0.0,2026-04-30 12:24:27
