Device Name,IP Address,Latency (ms),Packet Loss (%),Timestamp
Google DNS,8.8.8.8,66.819,0.0,2026-04-30 12:52:45
Local Machine,127.0.0.1,0.48399,0.0,2026-04-30 12:52:45
Cloudflare DNS,1.1.1.1,88.7859,0.0,2026-04-30 12:52:44
Router1,8.8.8.8,51.9094,0.0,2026-04-30 12:52:42
Localhost,127.0.0.1,0.514746,0.0,2026-04-30 12:52:42
Home Router,172.20.10.1,24.2796,0.0,2026-04-30 12:52:41
My PC,172.20.10.5,0.438213,0.0,2026-04-30 12:52:41
Google DNS,8.8.8.8,95.9125,0.0,2026-04-30 12:52:38
Local Machine,127.0.0.1,0.549316,0.0,2026-04-30 12:52:38
Cloudflare DNS,1.1.1.1,29.1762,0.0,2026-04-30 12:52:38
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:52:38
Router1,8.8.8.8,45.7091,0.0,2026-04-30 12:52:35
Localhost,127.0.0.1,0.447989,0.0,2026-04-30 12:52:35
Home Router,172.20.10.1,3.32499,0.0,2026-04-30 12:52:35
My PC,172.20.10.5,0.519753,0.0,2026-04-30 12:52:35
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:52:32
Google DNS,8.8.8.8,29.4321,0.0,2026-04-30 12:52:32
Local Machine,127.0.0.1,0.678301,0.0,2026-04-30 12:52:32
Cloudflare DNS,1.1.1.1,32.9263,0.0,2026-04-30 12:52:31
Router1,8.8.8.8,30.7267,0.0,2026-04-30 12:52:29
Localhost,127.0.0.1,0.501394,0.0,2026-04-30 12:52:29
Home Router,172.20.10.1,4.25887,0.0,2026-04-30 12:52:28
My PC,172.20.10.5,0.396252,0.0,2026-04-30 12:52:28
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:52:25
Google DNS,8.8.8.8,28.5966,0.0,2026-04-30 12:52:24
Local Machine,127.0.0.1,0.389099,0.0,2026-04-30 12:52:24
Router1,8.8.8.8,0.0,100.0,2026-04-30 12:52:21
Localhost,127.0.0.1,0.402927,0.0,2026-04-30 12:52:21
Cloudflare DNS,1.1.1.1,29.9726,0.0,2026-04-30 12:52:21
Home Router,172.20.10.1,2.83575,0.0,2026-04-30 12:52:18
My PC,172.20.10.5,0.63014,0.0,2026-04-30 12:52:18
Google DNS,8.8.8.8,31.1103,0.0,2026-04-30 12:52:15
Local Machine,127.0.0.1,0.367403,0.0,2026-04-30 12:52:15
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:52:14
Cloudflare DNS,1.1.1.1,31.9431,0.0,2026-04-30 12:52:14
Router1,8.8.8.8,75.4638,0.0,2026-04-30 12:52:12
Localhost,127.0.0.1,0.984192,0.0,2026-04-30 12:52:12
Home Router,172.20.10.1,7.3688,0.0,2026-04-30 12:52:11
My PC,172.20.10.5,0.307798,0.0,2026-04-30 12:52:11
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:52:09
Google DNS,8.8.8.8,34.936,0.0,2026-04-30 12:52:08
Local Machine,127.0.0.1,0.437498,0.0,2026-04-30 12:52:08
Cloudflare DNS,1.1.1.1,110.901,0.0,2026-04-30 12:52:08
Router1,8.8.8.8,26.6125,0.0,2026-04-30 12:52:05
Localhost,127.0.0.1,0.470161,0.0,2026-04-30 12:52:05
Home Router,172.20.10.1,3.50094,0.0,2026-04-30 12:52:05
My PC,172.20.10.5,1.04165,0.0,2026-04-30 12:52:05
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:52:02
Google DNS,8.8.8.8,30.6258,0.0,2026-04-30 12:52:02
Local Machine,127.0.0.1,0.462294,0.0,2026-04-30 12:52:02
Router1,8.8.8.8,71.4204,0.0,2026-04-30 12:51:59
Localhost,127.0.0.1,0.404119,0.0,2026-04-30 12:51:59
Cloudflare DNS,1.1.1.1,30.1821,0.0,2026-04-30 12:51:57
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:51:56
Home Router,172.20.10.1,8.79359,0.0,2026-04-30 12:51:54
My PC,172.20.10.5,0.418663,0.0,2026-04-30 12:51:54
Cloudflare DNS,1.1.1.1,55.2521,0.0,2026-04-30 12:51:52
Google DNS,8.8.8.8,194.804,0.0,2026-04-30 12:51:51
Local Machine,127.0.0.1,0.635386,0.0,2026-04-30 12:51:51
My PC,172.20.10.5,0.380516,0.0,2026-04-30 12:51:49
Home Router,172.20.10.1,3.42298,0.0,2026-04-30 12:51:48
Router1,8.8.8.8,32.6912,0.0,2026-04-30 12:51:47
Localhost,127.0.0.1,0.668764,0.0,2026-04-30 12:51:47
Cloudflare DNS,1.1.1.1,33.6454,0.0,2026-04-30 12:51:45
Google DNS,8.8.8.8,48.9151,0.0,2026-04-30 12:51:45
Local Machine,127.0.0.1,0.415564,0.0,2026-04-30 12:51:45
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:51:44
Home Router,172.20.10.1,7.22098,0.0,2026-04-30 12:51:42
My PC,172.20.10.5,0.366688,0.0,2026-04-30 12:51:42
Router1,8.8.8.8,71.1489,0.0,2026-04-30 12:51:42
Localhost,127.0.0.1,0.335217,0.0,2026-04-30 12:51:42
Cloudflare DNS,1.1.1.1,39.7303,0.0,2026-04-30 12:51:39
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:51:39
Google DNS,8.8.8.8,30.7853,0.0,2026-04-30 12:51:38
Local Machine,127.0.0.1,0.343323,0.0,2026-04-30 12:51:38
My PC,172.20.10.5,0.470161,0.0,2026-04-30 12:51:36
Router1,8.8.8.8,28.9629,0.0,2026-04-30 12:51:35
Localhost,127.0.0.1,0.2985,0.0,2026-04-30 12:51:35
Home Router,172.20.10.1,3.6602,0.0,2026-04-30 12:51:35
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:51:32
Google DNS,8.8.8.8,30.8487,0.0,2026-04-30 12:51:32
Local Machine,127.0.0.1,0.326872,0.0,2026-04-30 12:51:32
Router1,8.8.8.8,30.2577,0.0,2026-04-30 12:51:29
Localhost,127.0.0.1,0.317097,0.0,2026-04-30 12:51:29
Cloudflare DNS,1.1.1.1,32.5503,0.0,2026-04-30 12:51:27
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:51:26
Home Router,172.20.10.1,2.97737,0.0,2026-04-30 12:51:24
My PC,172.20.10.5,0.383377,0.0,2026-04-30 12:51:24
Cloudflare DNS,1.1.1.1,49.8018,0.0,2026-04-30 12:51:22
Google DNS,8.8.8.8,58.5642,0.0,2026-04-30 12:51:21
Local Machine,127.0.0.1,0.433683,0.0,2026-04-30 12:51:21
Home Router,172.20.10.1,3.60632,0.0,2026-04-30 12:51:19
My PC,172.20.10.5,0.421047,0.0,2026-04-30 12:51:19
Router1,8.8.8.8,242.145,0.0,2026-04-30 12:51:17
Localhost,127.0.0.1,0.592232,0.0,2026-04-30 12:51:17
Local Machine,127.0.0.1,0.370979,0.0,2026-04-30 12:51:16
Cloudflare DNS,1.1.1.1,499.969,0.0,2026-04-30 12:51:15
Google DNS,8.8.8.8,294.346,0.0,2026-04-30 12:51:15
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:51:14
Router1,8.8.8.8,525.92,0.0,2026-04-30 12:51:12
Localhost,127.0.0.1,0.486374,0.0,2026-04-30 12:51:12
Home Router,172.20.10.1,98.5227,0.0,2026-04-30 12:51:11
My PC,172.20.10.5,0.453949,0.0,2026-04-30 12:51:11
Cloudflare DNS,1.1.1.1,369.353,0.0,2026-04-30 12:51:09
Google DNS,8.8.8.8,42.5801,0.0,2026-04-30 12:51:08
Local Machine,127.0.0.1,0.478506,0.0,2026-04-30 12:51:08
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:51:08
Router1,8.8.8.8,114.102,0.0,2026-04-30 12:51:05
Localhost,127.0.0.1,0.514507,0.0,2026-04-30 12:51:05
Home Router,172.20.10.1,21.9779,0.0,2026-04-30 12:51:05
My PC,172.20.10.5,0.494242,0.0,2026-04-30 12:51:05
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:51:02
Google DNS,8.8.8.8,40.5416,0.0,2026-04-30 12:51:02
Local Machine,127.0.0.1,0.256538,0.0,2026-04-30 12:51:02
Router1,8.8.8.8,27.3225,0.0,2026-04-30 12:50:59
Localhost,127.0.0.1,0.603914,0.0,2026-04-30 12:50:59
Cloudflare DNS,1.1.1.1,330.188,0.0,2026-04-30 12:50:57
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:50:56
Home Router,172.20.10.1,88.2046,0.0,2026-04-30 12:50:53
My PC,172.20.10.5,0.43726,0.0,2026-04-30 12:50:53
Cloudflare DNS,1.1.1.1,340.746,0.0,2026-04-30 12:50:51
Google DNS,8.8.8.8,327.244,0.0,2026-04-30 12:50:50
Local Machine,127.0.0.1,0.599384,0.0,2026-04-30 12:50:50
Home Router,172.20.10.1,6.7811,0.0,2026-04-30 12:50:48
My PC,172.20.10.5,0.380993,0.0,2026-04-30 12:50:48
Router1,8.8.8.8,28.6818,0.0,2026-04-30 12:50:47
Localhost,127.0.0.1,0.591278,0.0,2026-04-30 12:50:47
Google DNS,8.8.8.8,29.5572,0.0,2026-04-30 12:50:45
Local Machine,127.0.0.1,0.424385,0.0,2026-04-30 12:50:45
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:50:44
Cloudflare DNS,1.1.1.1,29.7592,0.0,2026-04-30 12:50:44
Home Router,172.20.10.1,3.54099,0.0,2026-04-30 12:50:41
My PC,172.20.10.5,0.291348,0.0,2026-04-30 12:50:41
Router1,8.8.8.8,52.1469,0.0,2026-04-30 12:50:41
Localhost,127.0.0.1,0.308752,0.0,2026-04-30 12:50:41
Cloudflare DNS,1.1.1.1,33.4082,0.0,2026-04-30 12:50:39
Google DNS,8.8.8.8,28.5916,0.0,2026-04-30 12:50:38
Local Machine,127.0.0.1,1.32251,0.0,2026-04-30 12:50:38
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:50:38
Home Router,172.20.10.1,3.14283,0.0,2026-04-30 12:50:36
My PC,172.20.10.5,0.399351,0.0,2026-04-30 12:50:36
Router1,8.8.8.8,86.3004,0.0,2026-04-30 12:50:35
Localhost,127.0.0.1,0.316381,0.0,2026-04-30 12:50:35
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:50:32
Google DNS,8.8.8.8,33.8135,0.0,2026-04-30 12:50:32
Local Machine,127.0.0.1,0.314951,0.0,2026-04-30 12:50:32
Router1,8.8.8.8,29.8991,0.0,2026-04-30 12:50:29
Localhost,127.0.0.1,0.329256,0.0,2026-04-30 12:50:29
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:50:26
Cloudflare DNS,1.1.1.1,32.6593,0.0,2026-04-30 12:50:26
Home Router,172.20.10.1,3.3145,0.0,2026-04-30 12:50:23
My PC,172.20.10.5,0.277996,0.0,2026-04-30 12:50:23
Cloudflare DNS,1.1.1.1,34.4188,0.0,2026-04-30 12:50:21
Google DNS,8.8.8.8,28.4021,0.0,2026-04-30 12:50:20
Local Machine,127.0.0.1,0.270844,0.0,2026-04-30 12:50:20
Home Router,172.20.10.1,2.99621,0.0,2026-04-30 12:50:18
My PC,172.20.10.5,0.32711,0.0,2026-04-30 12:50:18
Router1,8.8.8.8,35.7258,0.0,2026-04-30 12:50:17
Localhost,127.0.0.1,0.26083,0.0,2026-04-30 12:50:17
Cloudflare DNS,1.1.1.1,35.0018,0.0,2026-04-30 12:50:15
Google DNS,8.8.8.8,29.0985,0.0,2026-04-30 12:50:15
Local Machine,127.0.0.1,0.228405,0.0,2026-04-30 12:50:15
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:50:14
Router1,8.8.8.8,29.0453,0.0,2026-04-30 12:50:12
My PC,172.20.10.5,0.520706,0.0,2026-04-30 12:50:12
Localhost,127.0.0.1,0.372171,0.0,2026-04-30 12:50:12
Home Router,172.20.10.1,3.22652,0.0,2026-04-30 12:50:11
Cloudflare DNS,1.1.1.1,29.8727,0.0,2026-04-30 12:50:09
Google DNS,8.8.8.8,38.3394,0.0,2026-04-30 12:50:08
Local Machine,127.0.0.1,0.336647,0.0,2026-04-30 12:50:08
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:50:08
Home Router,172.20.10.1,4.29678,0.0,2026-04-30 12:50:06
My PC,172.20.10.5,0.44632,0.0,2026-04-30 12:50:06
Router1,8.8.8.8,29.1882,0.0,2026-04-30 12:50:05
Localhost,127.0.0.1,0.715017,0.0,2026-04-30 12:50:05
Google DNS,8.8.8.8,29.8278,0.0,2026-04-30 12:50:03
Local Machine,127.0.0.1,0.504494,0.0,2026-04-30 12:50:03
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:50:02
Localhost,127.0.0.1,0.391006,0.0,2026-04-30 12:50:00
Router1,8.8.8.8,27.746,0.0,2026-04-30 12:49:59
Cloudflare DNS,1.1.1.1,30.6265,0.0,2026-04-30 12:49:57
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:49:56
My PC,172.20.10.5,0.336647,0.0,2026-04-30 12:49:54
Home Router,172.20.10.1,6.98113,0.0,2026-04-30 12:49:53
Cloudflare DNS,1.1.1.1,34.7614,0.0,2026-04-30 12:49:51
Google DNS,8.8.8.8,32.1367,0.0,2026-04-30 12:49:50
Local Machine,127.0.0.1,0.479221,0.0,2026-04-30 12:49:50
Home Router,172.20.10.1,7.18784,0.0,2026-04-30 12:49:48
My PC,172.20.10.5,0.47636,0.0,2026-04-30 12:49:48
Router1,8.8.8.8,47.3552,0.0,2026-04-30 12:49:47
Localhost,127.0.0.1,0.495195,0.0,2026-04-30 12:49:47
Cloudflare DNS,1.1.1.1,38.9531,0.0,2026-04-30 12:49:45
Google DNS,8.8.8.8,26.0513,0.0,2026-04-30 12:49:45
Local Machine,127.0.0.1,0.425816,0.0,2026-04-30 12:49:45
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:49:44
Home Router,172.20.10.1,3.4349,0.0,2026-04-30 12:49:42
Router1,8.8.8.8,52.2184,0.0,2026-04-30 12:49:42
My PC,172.20.10.5,0.524282,0.0,2026-04-30 12:49:42
Localhost,127.0.0.1,0.445366,0.0,2026-04-30 12:49:42
Google DNS,8.8.8.8,31.5664,0.0,2026-04-30 12:49:39
Local Machine,127.0.0.1,0.435114,0.0,2026-04-30 12:49:39
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:49:39
Cloudflare DNS,1.1.1.1,35.5952,0.0,2026-04-30 12:49:39
Home Router,172.20.10.1,18.0752,0.0,2026-04-30 12:49:36
My PC,172.20.10.5,0.466585,0.0,2026-04-30 12:49:36
Router1,8.8.8.8,36.7868,0.0,2026-04-30 12:49:35
Localhost,127.0.0.1,0.489712,0.0,2026-04-30 12:49:35
Google DNS,8.8.8.8,63.766,0.0,2026-04-30 12:49:33
Local Machine,127.0.0.1,0.378132,0.0,2026-04-30 12:49:33
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:49:32
Router1,8.8.8.8,59.2265,0.0,2026-04-30 12:49:30
Localhost,127.0.0.1,0.379086,0.0,2026-04-30 12:49:30
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:49:27
Cloudflare DNS,1.1.1.1,51.2049,0.0,2026-04-30 12:49:27
Home Router,172.20.10.1,15.7516,0.0,2026-04-30 12:49:24
My PC,172.20.10.5,0.539303,0.0,2026-04-30 12:49:24
Cloudflare DNS,1.1.1.1,31.6663,0.0,2026-04-30 12:49:22
Google DNS,8.8.8.8,49.8037,0.0,2026-04-30 12:49:20
Local Machine,127.0.0.1,0.709057,0.0,2026-04-30 12:49:20
Home Router,172.20.10.1,4.5383,0.0,2026-04-30 12:49:18
My PC,172.20.10.5,0.507593,0.0,2026-04-30 12:49:18
Router1,8.8.8.8,77.1654,0.0,2026-04-30 12:49:17
Localhost,127.0.0.1,0.472784,0.0,2026-04-30 12:49:17
Cloudflare DNS,1.1.1.1,37.6239,0.0,2026-04-30 12:49:15
Google DNS,8.8.8.8,42.1698,0.0,2026-04-30 12:49:15
Local Machine,127.0.0.1,0.338554,0.0,2026-04-30 12:49:15
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:49:14
Home Router,172.20.10.1,6.94299,0.0,2026-04-30 12:49:12
My PC,172.20.10.5,0.383615,0.0,2026-04-30 12:49:12
Router1,8.8.8.8,73.2114,0.0,2026-04-30 12:49:12
Localhost,127.0.0.1,0.389814,0.0,2026-04-30 12:49:12
Google DNS,8.8.8.8,90.1649,0.0,2026-04-30 12:49:09
Local Machine,127.0.0.1,0.494003,0.0,2026-04-30 12:49:09
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:49:09
Cloudflare DNS,1.1.1.1,57.8039,0.0,2026-04-30 12:49:09
Home Router,172.20.10.1,6.60276,0.0,2026-04-30 12:49:06
My PC,172.20.10.5,0.514746,0.0,2026-04-30 12:49:06
Router1,8.8.8.8,31.6,0.0,2026-04-30 12:49:05
Localhost,127.0.0.1,0.477314,0.0,2026-04-30 12:49:05
Google DNS,8.8.8.8,45.8376,0.0,2026-04-30 12:49:03
Local Machine,127.0.0.1,0.381947,0.0,2026-04-30 12:49:03
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:49:02
Router1,8.8.8.8,54.9636,0.0,2026-04-30 12:49:00
Localhost,127.0.0.1,0.504255,0.0,2026-04-30 12:49:00
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:48:57
Cloudflare DNS,1.1.1.1,58.2192,0.0,2026-04-30 12:48:57
Home Router,172.20.10.1,35.3942,0.0,2026-04-30 12:48:54
My PC,172.20.10.5,0.829458,0.0,2026-04-30 12:48:54
Cloudflare DNS,1.1.1.1,53.2963,0.0,2026-04-30 12:48:52
Google DNS,8.8.8.8,29.8193,0.0,2026-04-30 12:48:51
Local Machine,127.0.0.1,0.448227,0.0,2026-04-30 12:48:51
Home Router,172.20.10.1,3.80588,0.0,2026-04-30 12:48:49
My PC,172.20.10.5,0.349045,0.0,2026-04-30 12:48:49
Router1,8.8.8.8,27.3919,0.0,2026-04-30 12:48:47
Localhost,127.0.0.1,0.34833,0.0,2026-04-30 12:48:47
Cloudflare DNS,1.1.1.1,32.8686,0.0,2026-04-30 12:48:45
Google DNS,8.8.8.8,32.8751,0.0,2026-04-30 12:48:45
Local Machine,127.0.0.1,0.460386,0.0,2026-04-30 12:48:45
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:48:44
Home Router,172.20.10.1,8.44693,0.0,2026-04-30 12:48:42
My PC,172.20.10.5,0.430584,0.0,2026-04-30 12:48:42
Router1,8.8.8.8,26.3064,0.0,2026-04-30 12:48:42
Localhost,127.0.0.1,0.475645,0.0,2026-04-30 12:48:42
Cloudflare DNS,1.1.1.1,30.1993,0.0,2026-04-30 12:48:40
Google DNS,8.8.8.8,28.3999,0.0,2026-04-30 12:48:39
Local Machine,127.0.0.1,0.425816,0.0,2026-04-30 12:48:39
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:48:39
Localhost,127.0.0.1,0.528097,0.0,2026-04-30 12:48:36
Home Router,172.20.10.1,4.7102,0.0,2026-04-30 12:48:36
My PC,172.20.10.5,0.638723,0.0,2026-04-30 12:48:36
Router1,8.8.8.8,87.3148,0.0,2026-04-30 12:48:35
Google DNS,8.8.8.8,95.088,0.0,2026-04-30 12:48:33
Local Machine,127.0.0.1,0.582695,0.0,2026-04-30 12:48:33
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:48:32
Router1,8.8.8.8,52.9475,0.0,2026-04-30 12:48:30
Localhost,127.0.0.1,0.421762,0.0,2026-04-30 12:48:30
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:48:27
Cloudflare DNS,1.1.1.1,63.2577,0.0,2026-04-30 12:48:27
Home Router,172.20.10.1,6.43182,0.0,2026-04-30 12:48:24
My PC,172.20.10.5,0.54574,0.0,2026-04-30 12:48:24
Cloudflare DNS,1.1.1.1,64.3485,0.0,2026-04-30 12:48:22
Google DNS,8.8.8.8,31.3778,0.0,2026-04-30 12:48:21
Local Machine,127.0.0.1,0.507355,0.0,2026-04-30 12:48:21
Home Router,172.20.10.1,3.10683,0.0,2026-04-30 12:48:19
My PC,172.20.10.5,0.497341,0.0,2026-04-30 12:48:19
Router1,8.8.8.8,30.9618,0.0,2026-04-30 12:48:18
Localhost,127.0.0.1,0.446558,0.0,2026-04-30 12:48:18
Google DNS,8.8.8.8,29.5551,0.0,2026-04-30 12:48:16
Local Machine,127.0.0.1,0.339031,0.0,2026-04-30 12:48:16
Cloudflare DNS,1.1.1.1,63.4265,0.0,2026-04-30 12:48:15
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:48:14
Home Router,172.20.10.1,3.40056,0.0,2026-04-30 12:48:12
My PC,172.20.10.5,0.581264,0.0,2026-04-30 12:48:12
Router1,8.8.8.8,58.9941,0.0,2026-04-30 12:48:12
Localhost,127.0.0.1,0.378609,0.0,2026-04-30 12:48:12
Cloudflare DNS,1.1.1.1,35.0785,0.0,2026-04-30 12:48:10
Google DNS,8.8.8.8,231.376,0.0,2026-04-30 12:48:09
Local Machine,127.0.0.1,0.406027,0.0,2026-04-30 12:48:09
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:48:09
Home Router,172.20.10.1,7.12347,0.0,2026-04-30 12:48:06
My PC,172.20.10.5,0.480413,0.0,2026-04-30 12:48:06
Router1,8.8.8.8,27.5295,0.0,2026-04-30 12:48:05
Localhost,127.0.0.1,0.560284,0.0,2026-04-30 12:48:05
Google DNS,8.8.8.8,31.0342,0.0,2026-04-30 12:48:03
Local Machine,127.0.0.1,0.391006,0.0,2026-04-30 12:48:03
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:48:02
Router1,8.8.8.8,32.707,0.0,2026-04-30 12:48:00
Localhost,127.0.0.1,0.502348,0.0,2026-04-30 12:48:00
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:47:57
Cloudflare DNS,1.1.1.1,28.1386,0.0,2026-04-30 12:47:57
Home Router,172.20.10.1,3.48353,0.0,2026-04-30 12:47:54
My PC,172.20.10.5,0.538826,0.0,2026-04-30 12:47:54
Cloudflare DNS,1.1.1.1,64.8894,0.0,2026-04-30 12:47:52
Google DNS,8.8.8.8,27.4651,0.0,2026-04-30 12:47:51
Local Machine,127.0.0.1,0.455856,0.0,2026-04-30 12:47:51
Home Router,172.20.10.1,3.41392,0.0,2026-04-30 12:47:49
My PC,172.20.10.5,0.385046,0.0,2026-04-30 12:47:49
Router1,8.8.8.8,65.9225,0.0,2026-04-30 12:47:48
Localhost,127.0.0.1,0.532389,0.0,2026-04-30 12:47:48
Google DNS,8.8.8.8,68.8066,0.0,2026-04-30 12:47:46
Local Machine,127.0.0.1,0.387669,0.0,2026-04-30 12:47:46
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:47:45
Cloudflare DNS,1.1.1.1,86.5896,0.0,2026-04-30 12:47:45
Localhost,127.0.0.1,0.317335,0.0,2026-04-30 12:47:43
Home Router,172.20.10.1,15.0561,0.0,2026-04-30 12:47:42
My PC,172.20.10.5,0.596523,0.0,2026-04-30 12:47:42
Router1,8.8.8.8,74.1484,0.0,2026-04-30 12:47:42
Cloudflare DNS,1.1.1.1,27.5271,0.0,2026-04-30 12:47:40
Google DNS,8.8.8.8,58.6801,0.0,2026-04-30 12:47:39
Local Machine,127.0.0.1,0.413656,0.0,2026-04-30 12:47:39
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:47:39
Home Router,172.20.10.1,3.263,0.0,2026-04-30 12:47:37
My PC,172.20.10.5,0.546217,0.0,2026-04-30 12:47:37
Router1,8.8.8.8,30.1573,0.0,2026-04-30 12:47:36
Localhost,127.0.0.1,0.43869,0.0,2026-04-30 12:47:36
Google DNS,8.8.8.8,26.5348,0.0,2026-04-30 12:47:34
Local Machine,127.0.0.1,0.357389,0.0,2026-04-30 12:47:34
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:47:32
Router1,8.8.8.8,37.4465,0.0,2026-04-30 12:47:30
Localhost,127.0.0.1,0.33927,0.0,2026-04-30 12:47:30
Cloudflare DNS,1.1.1.1,61.3124,0.0,2026-04-30 12:47:28
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:47:27
Home Router,172.20.10.1,3.34764,0.0,2026-04-30 12:47:24
My PC,172.20.10.5,0.356913,0.0,2026-04-30 12:47:24
Cloudflare DNS,1.1.1.1,38.9545,0.0,2026-04-30 12:47:22
Google DNS,8.8.8.8,73.9536,0.0,2026-04-30 12:47:21
Local Machine,127.0.0.1,0.361443,0.0,2026-04-30 12:47:21
Home Router,172.20.10.1,3.24273,0.0,2026-04-30 12:47:19
My PC,172.20.10.5,0.309467,0.0,2026-04-30 12:47:19
Router1,8.8.8.8,34.0126,0.0,2026-04-30 12:47:18
Localhost,127.0.0.1,0.495911,0.0,2026-04-30 12:47:18
Google DNS,8.8.8.8,47.2805,0.0,2026-04-30 12:47:16
Local Machine,127.0.0.1,0.344992,0.0,2026-04-30 12:47:16
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:47:15
Cloudflare DNS,1.1.1.1,58.373,0.0,2026-04-30 12:47:15
Router1,8.8.8.8,28.5883,0.0,2026-04-30 12:47:13
Localhost,127.0.0.1,0.580072,0.0,2026-04-30 12:47:13
Home Router,172.20.10.1,22.7149,0.0,2026-04-30 12:47:12
My PC,172.20.10.5,0.456572,0.0,2026-04-30 12:47:12
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:47:10
Cloudflare DNS,1.1.1.1,50.3371,0.0,2026-04-30 12:47:10
Google DNS,8.8.8.8,31.6076,0.0,2026-04-30 12:47:09
Local Machine,127.0.0.1,0.899553,0.0,2026-04-30 12:47:09
Home Router,172.20.10.1,2.73061,0.0,2026-04-30 12:47:07
My PC,172.20.10.5,0.443459,0.0,2026-04-30 12:47:07
Router1,8.8.8.8,28.0156,0.0,2026-04-30 12:47:06
Localhost,127.0.0.1,0.394821,0.0,2026-04-30 12:47:06
Google DNS,8.8.8.8,81.8245,0.0,2026-04-30 12:47:04
Local Machine,127.0.0.1,0.487566,0.0,2026-04-30 12:47:04
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:47:02
Router1,8.8.8.8,35.6331,0.0,2026-04-30 12:47:00
Localhost,127.0.0.1,0.480175,0.0,2026-04-30 12:47:00
Cloudflare DNS,1.1.1.1,41.3544,0.0,2026-04-30 12:46:58
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:46:57
My PC,172.20.10.5,0.495195,0.0,2026-04-30 12:46:55
Home Router,172.20.10.1,2.99907,0.0,2026-04-30 12:46:54
Cloudflare DNS,1.1.1.1,27.3902,0.0,2026-04-30 12:46:52
Google DNS,8.8.8.8,28.373,0.0,2026-04-30 12:46:51
Local Machine,127.0.0.1,0.303984,0.0,2026-04-30 12:46:51
Home Router,172.20.10.1,3.86596,0.0,2026-04-30 12:46:49
My PC,172.20.10.5,0.293493,0.0,2026-04-30 12:46:49
Router1,8.8.8.8,64.8851,0.0,2026-04-30 12:46:48
Localhost,127.0.0.1,0.301123,0.0,2026-04-30 12:46:48
Google DNS,8.8.8.8,0.0,100.0,2026-04-30 12:46:46
Local Machine,127.0.0.1,0.618696,0.0,2026-04-30 12:46:46
Core Router 01,192.168.1.1,0.0,100.0,2026-04-30 12:46:45
Cloudflare DNS,1.1.1.1,40.5374,0.0,2026-04-30 12:46:45
Home Router,172.20.10.1,18.0633,0.0,2026-04-30 12:46:42
My PC,172.20.10.5,0.256777,0.0,2026-04-30 12:46:42
Cloudflare DNS,1.1.1.1,29.7408,0.0,2026-04-30 12:46:40
Router1,8.8.8.8,28.3742,0.0,2026-04-30 12:46:39
